set,set,cluster,cluster,cluster,cluster,peak,peak,peak,peak,peak,,,
,,0.584,0.108,16,0.046,0.292,0.052,  4.46, 4.35,0.000,-36, 15, 45,
,,0.777,0.169,12,0.079,0.352,0.062,  4.40, 4.30,0.000, 39,-39, 45,
,,0.010,0.003,62,0.001,0.383,0.063,  4.37, 4.27,0.000, 24,  0,  6,
,,0.680,0.132,14,0.060,0.508,0.089,  4.26, 4.16,0.000, 48,  3,-24,
,,,,,,0.999,0.494,  3.52, 3.46,0.000, 57,  6,-21,
,,0.162,0.029,30,0.009,0.604,0.108,  4.18, 4.09,0.000,-54,-69, 15,
,,0.134,0.026,32,0.008,0.714,0.140,  4.09, 4.01,0.000,  9,-39, 30,
,,,,,,0.985,0.337,  3.70, 3.64,0.000, 12,-33, 42,
,,0.584,0.108,16,0.046,0.767,0.160,  4.04, 3.96,0.000,-24, 63,  0,
,,0.538,0.102,17,0.041,0.783,0.166,  4.03, 3.95,0.000, 18,-21,-24,
,,0.823,0.184,11,0.091,0.820,0.177,  3.99, 3.91,0.000,  9,-93,-18,
,,0.495,0.093,18,0.036,0.820,0.177,  3.99, 3.91,0.000, 69,-15, -3,
,,0.196,0.034,28,0.011,0.868,0.201,  3.94, 3.86,0.000,-54,-39, 24,
,,,,,,0.910,0.227,  3.89, 3.81,0.000,-60,-51, 33,
,,0.866,0.208,10,0.105,0.891,0.217,  3.91, 3.84,0.000,-18, 18, 60,
,,0.077,0.016,38,0.004,0.929,0.243,  3.85, 3.78,0.000, 30,-93,  9,
,,,,,,0.991,0.364,  3.67, 3.60,0.000, 39,-90,  3,
,,0.680,0.132,14,0.060,0.991,0.364,  3.66, 3.60,0.000, 42,-54,-51,
,,,,,,0.999,0.522,  3.49, 3.44,0.000, 36,-48,-57,
,,0.961,0.318,7,0.170,0.997,0.432,  3.59, 3.53,0.000,-51,-27, 15,
,,0.904,0.236,9,0.123,0.999,0.470,  3.54, 3.48,0.000,-24,-90,-27,
,,0.979,0.361,6,0.202,1.000,0.574,  3.44, 3.39,0.000, 30, 33, 42,
,,0.979,0.361,6,0.202,1.000,0.619,  3.40, 3.35,0.000,-27,  3, -6,
