set,set,cluster,cluster,cluster,cluster,peak,peak,peak,peak,peak,,,
,,0.379,0.088,21,0.025,0.251,0.058,  4.51, 4.40,0.000, 18,-42,-21,
,,0.006,0.003,68,0.000,0.257,0.059,  4.50, 4.39,0.000, 18,-81, -3,
,,,,,,0.397,0.082,  4.35, 4.25,0.000, 12,-81,  3,
,,,,,,0.832,0.175,  3.98, 3.90,0.000, 30,-75, -6,
,,0.261,0.073,25,0.016,0.282,0.063,  4.47, 4.36,0.000, 51,-27,-30,
,,0.538,0.120,17,0.041,0.284,0.063,  4.47, 4.36,0.000, 18, -6, 27,
,,,,,,0.690,0.135,  4.11, 4.02,0.000, 21,-18, 24,
,,0.729,0.182,13,0.069,0.287,0.063,  4.47, 4.36,0.000,-45,-39,  3,
,,0.237,0.069,26,0.014,0.329,0.070,  4.42, 4.32,0.000, 36,-12, 45,
,,,,,,0.793,0.162,  4.02, 3.94,0.000, 33,-18, 51,
,,0.000,0.000,102,0.000,0.355,0.075,  4.40, 4.29,0.000,-42,-21,-39,
,,,,,,0.433,0.088,  4.32, 4.22,0.000,-39,-54, -9,
,,,,,,0.850,0.181,  3.96, 3.88,0.000,-51,-36,-24,
,,0.823,0.235,11,0.091,0.382,0.081,  4.37, 4.27,0.000,-54,-51,  6,
,,0.961,0.321,7,0.170,0.414,0.084,  4.34, 4.24,0.000, 45,-12, 66,
,,0.495,0.115,18,0.036,0.458,0.094,  4.30, 4.20,0.000,-12, 51,-27,
,,0.077,0.030,38,0.004,0.464,0.094,  4.29, 4.20,0.000,  9,-75, 36,
,,0.680,0.163,14,0.060,0.507,0.097,  4.26, 4.16,0.000,  9,  0, -6,
,,0.680,0.163,14,0.060,0.509,0.097,  4.26, 4.16,0.000,-18,-12, 75,
,,0.147,0.047,31,0.008,0.604,0.115,  4.18, 4.09,0.000,-57, -3, -3,
,,0.379,0.088,21,0.025,0.640,0.122,  4.15, 4.06,0.000, 30,-60, 30,
,,0.961,0.321,7,0.170,0.677,0.132,  4.12, 4.03,0.000,-66,-12,-18,
,,0.979,0.357,6,0.202,0.732,0.143,  4.07, 3.99,0.000,-15,-57, 42,
,,0.866,0.260,10,0.105,0.732,0.143,  4.07, 3.99,0.000,-48,-75,-39,
,,,,,,1.000,0.903,  3.20, 3.16,0.001,-45,-81,-30,
,,0.904,0.283,9,0.123,0.850,0.181,  3.96, 3.88,0.000, 30, 63, 15,
,,,,,,0.999,0.455,  3.54, 3.48,0.000, 24, 66, 24,
,,0.904,0.283,9,0.123,0.927,0.238,  3.86, 3.79,0.000,-18,-42, 78,
,,0.680,0.163,14,0.060,0.934,0.244,  3.85, 3.78,0.000,-45,-24,  3,
,,0.538,0.120,17,0.041,0.940,0.249,  3.83, 3.76,0.000, 57,  3,  0,
,,0.961,0.321,7,0.170,0.944,0.249,  3.83, 3.76,0.000, 12,-66,-27,
,,0.538,0.120,17,0.041,0.958,0.272,  3.80, 3.73,0.000, -6, -3,-12,
,,,,,,0.986,0.332,  3.70, 3.63,0.000,-12,  6, -6,
,,,,,,1.000,0.509,  3.49, 3.43,0.000,-18, -6, -6,
,,0.961,0.321,7,0.170,0.971,0.301,  3.76, 3.69,0.000, -6,-18,-33,
,,0.935,0.299,8,0.144,0.972,0.302,  3.75, 3.69,0.000, 63,-45,-27,
,,0.866,0.260,10,0.105,0.980,0.323,  3.73, 3.66,0.000, 36,-78, 18,
,,0.979,0.357,6,0.202,0.981,0.324,  3.72, 3.66,0.000, -3,-27,-15,
,,0.990,0.408,5,0.242,0.986,0.332,  3.70, 3.63,0.000, 69, -9,-27,
,,0.961,0.321,7,0.170,0.995,0.402,  3.62, 3.56,0.000, -9,-54,-18,
,,0.935,0.299,8,0.144,0.995,0.402,  3.62, 3.56,0.000, 57, 39, -9,
,,0.979,0.357,6,0.202,0.998,0.437,  3.57, 3.51,0.000,-51,-45, 15,
,,0.990,0.408,5,0.242,0.998,0.442,  3.56, 3.50,0.000,-24,-69, 33,
,,0.990,0.408,5,0.242,1.000,0.549,  3.45, 3.40,0.000, 33, -3,-36,
,,0.979,0.357,6,0.202,1.000,0.619,  3.40, 3.35,0.000,-30,-72, 18,
