set,set,cluster,cluster,cluster,cluster,peak,peak,peak,peak,peak,,,
,,0.000,0.000,106,0.000,0.002,0.001,  5.68, 5.47,0.000, 36,-81,-24,
,,,,,,0.053,0.011,  4.94, 4.80,0.000, 21,-87,-21,
,,,,,,0.251,0.039,  4.50, 4.39,0.000, 15,-93,-18,
,,0.000,0.000,177,0.000,0.012,0.004,  5.26, 5.09,0.000,-63,-21, 42,
,,,,,,0.040,0.009,  5.01, 4.86,0.000,-42,-30, 54,
,,,,,,0.251,0.039,  4.50, 4.39,0.000,-30,-33, 51,
,,0.005,0.002,72,0.000,0.018,0.005,  5.18, 5.02,0.000, 57,-60, 21,
,,,,,,0.626,0.100,  4.15, 4.07,0.000, 42,-57, 15,
,,0.011,0.004,62,0.001,0.022,0.006,  5.13, 4.97,0.000, 42, 18, -9,
,,0.005,0.002,72,0.000,0.023,0.006,  5.13, 4.97,0.000,-30, 60,  6,
,,,,,,0.084,0.016,  4.82, 4.69,0.000,-42, 45, 21,
,,0.062,0.015,41,0.003,0.037,0.008,  5.03, 4.88,0.000,-57,-51,-33,
,,0.205,0.043,28,0.012,0.100,0.018,  4.77, 4.64,0.000, -9,-78,-33,
,,,,,,0.757,0.137,  4.04, 3.96,0.000,-12,-72,-39,
,,0.187,0.040,29,0.011,0.100,0.018,  4.77, 4.64,0.000, 69,-36, 33,
,,,,,,0.698,0.117,  4.10, 4.01,0.000, 69,-24, 27,
,,0.040,0.012,46,0.002,0.101,0.018,  4.77, 4.64,0.000,-21,-36,-21,
,,,,,,0.314,0.048,  4.43, 4.33,0.000,-18,-27,-24,
,,,,,,0.481,0.075,  4.27, 4.18,0.000,-18,-18,-24,
,,0.828,0.230,11,0.095,0.108,0.018,  4.75, 4.62,0.000, 24, -6,  0,
,,0.141,0.033,32,0.008,0.147,0.024,  4.66, 4.54,0.000,-36,-75, 24,
,,0.048,0.013,44,0.003,0.176,0.028,  4.61, 4.50,0.000,-39,-87,-24,
,,,,,,0.278,0.043,  4.47, 4.36,0.000,-27,-93,-27,
,,,,,,0.990,0.366,  3.66, 3.60,0.000,-21,-84,-36,
,,0.549,0.137,17,0.043,0.237,0.039,  4.52, 4.41,0.000, -3,-90,-18,
,,0.187,0.040,29,0.011,0.243,0.039,  4.51, 4.40,0.000,-57,-24,-21,
,,0.062,0.015,41,0.003,0.261,0.040,  4.49, 4.38,0.000, -9,-69,-15,
,,,,,,0.340,0.050,  4.40, 4.30,0.000,-24,-63,-15,
,,0.016,0.005,57,0.001,0.294,0.045,  4.45, 4.35,0.000, 30, 12,-18,
,,,,,,0.495,0.077,  4.26, 4.17,0.000, 21,  9,-18,
,,,,,,0.696,0.117,  4.10, 4.01,0.000, 45, 15,-24,
,,0.641,0.163,15,0.055,0.328,0.049,  4.42, 4.31,0.000,-27,  6,-18,
,,0.641,0.163,15,0.055,0.410,0.062,  4.34, 4.24,0.000,-54, 15, 33,
,,0.870,0.250,10,0.109,0.515,0.080,  4.25, 4.15,0.000,-45,  9,-24,
,,0.870,0.250,10,0.109,0.547,0.087,  4.22, 4.13,0.000, 33,-90,-39,
,,0.689,0.173,14,0.063,0.554,0.087,  4.21, 4.12,0.000,-15,-42,-33,
,,0.737,0.185,13,0.072,0.628,0.100,  4.15, 4.07,0.000,  3, 63,-18,
,,0.689,0.173,14,0.063,0.673,0.112,  4.12, 4.03,0.000, 45,-48,-27,
,,0.828,0.230,11,0.095,0.813,0.160,  3.99, 3.91,0.000,-45, 42,-15,
,,,,,,1.000,0.554,  3.45, 3.40,0.000,-51, 33,-12,
,,0.549,0.137,17,0.043,0.902,0.212,  3.89, 3.82,0.000,  3,-57, 30,
,,,,,,1.000,0.536,  3.48, 3.43,0.000,  9,-51, 24,
,,0.937,0.321,8,0.149,0.926,0.229,  3.85, 3.78,0.000,-27,-33,-30,
,,0.979,0.404,6,0.207,0.962,0.269,  3.78, 3.71,0.000,-51,  6,-36,
,,0.961,0.368,7,0.175,0.974,0.295,  3.74, 3.68,0.000, 51,-48, -6,
,,0.937,0.321,8,0.149,0.979,0.311,  3.72, 3.66,0.000,  6,-33,-51,
,,0.737,0.185,13,0.072,0.995,0.410,  3.62, 3.56,0.000,-36,-15,-12,
,,0.990,0.462,5,0.248,0.999,0.515,  3.52, 3.46,0.000, 18,  9, 66,
,,0.979,0.404,6,0.207,0.999,0.515,  3.52, 3.46,0.000, -9,-48,-48,
,,0.979,0.404,6,0.207,1.000,0.546,  3.46, 3.41,0.000,  0, 12,-21,
,,0.990,0.462,5,0.248,1.000,0.777,  3.27, 3.23,0.001, 51,-60,-51,
