set,set,cluster,cluster,cluster,cluster,peak,peak,peak,peak,peak,,,
,,,,,,0.104,0.018,  4.81, 4.68,0.000,-54,-66,  0,
,,0.289,0.061,22,0.016,0.023,0.006,  5.13, 4.98,0.000,-24, 33,-12,
,,0.000,0.000,114,0.000,0.028,0.007,  5.10, 4.94,0.000, 33,-57, 33,
,,,,,,0.030,0.007,  5.08, 4.92,0.000, 27,-72, 24,
,,,,,,0.139,0.022,  4.73, 4.60,0.000, 27,-63, 30,
,,0.482,0.099,17,0.030,0.119,0.020,  4.77, 4.65,0.000, -3, 27, 63,
,,0.090,0.021,33,0.004,0.121,0.020,  4.77, 4.64,0.000, 48,-51,-15,
,,0.796,0.206,11,0.073,0.260,0.040,  4.55, 4.43,0.000,-39, 15, -3,
,,0.024,0.007,46,0.001,0.349,0.056,  4.45, 4.34,0.000,-15,-36, -9,
,,,,,,0.400,0.065,  4.40, 4.30,0.000,-15,-30,-15,
,,0.048,0.012,39,0.002,0.444,0.073,  4.36, 4.26,0.000, 18, 63,  6,
,,,,,,0.530,0.086,  4.29, 4.19,0.000, 24, 60, 15,
,,0.482,0.099,17,0.030,0.455,0.073,  4.35, 4.25,0.000, -3,-30, 57,
,,0.322,0.066,21,0.018,0.495,0.081,  4.32, 4.22,0.000, -3,-39, 24,
,,0.890,0.237,9,0.101,0.515,0.084,  4.30, 4.20,0.000, -6,-42, -6,
,,0.890,0.237,9,0.101,0.582,0.095,  4.24, 4.15,0.000, 30,-90,-21,
,,0.090,0.021,33,0.004,0.633,0.106,  4.20, 4.11,0.000, -3,  6,-15,
,,,,,,1.000,0.555,  3.46, 3.40,0.000,  3,  6,-27,
,,,,,,1.000,0.570,  3.44, 3.39,0.000, 12,  3,-27,
,,0.890,0.237,9,0.101,0.650,0.109,  4.19, 4.10,0.000, 48, 24,-15,
,,,,,,1.000,0.820,  3.26, 3.21,0.001, 42, 24, -9,
,,0.890,0.237,9,0.101,0.670,0.113,  4.17, 4.09,0.000, 33,-51, 72,
,,,,,,0.968,0.275,  3.82, 3.75,0.000, 24,-51, 75,
,,0.978,0.332,6,0.174,0.682,0.115,  4.16, 4.08,0.000,-57,-45, 15,
,,0.437,0.094,18,0.026,0.707,0.122,  4.14, 4.06,0.000, 66,-21,-18,
,,,,,,1.000,0.654,  3.37, 3.32,0.000, 54,-18,-21,
,,0.635,0.140,14,0.046,0.754,0.137,  4.10, 4.02,0.000, 12,-15,-36,
,,0.289,0.061,22,0.016,0.775,0.143,  4.08, 4.00,0.000,  0,-84,-12,
,,0.957,0.303,7,0.144,0.837,0.171,  4.02, 3.94,0.000, 36,-78,-33,
,,0.689,0.157,13,0.054,0.844,0.171,  4.02, 3.94,0.000, 12,-69,-45,
,,0.289,0.061,22,0.016,0.937,0.239,  3.89, 3.82,0.000,  6,-27, 69,
,,,,,,0.982,0.305,  3.77, 3.70,0.000, 12,-33, 66,
,,,,,,0.996,0.370,  3.65, 3.59,0.000, 12,-18, 69,
,,0.957,0.303,7,0.144,0.958,0.263,  3.85, 3.78,0.000, 60, -9, 27,
,,0.990,0.396,5,0.213,0.965,0.270,  3.83, 3.76,0.000,-36, 48,-12,
,,0.978,0.332,6,0.174,0.979,0.299,  3.78, 3.71,0.000, -9,-48, 33,
,,0.978,0.332,6,0.174,0.990,0.338,  3.72, 3.66,0.000, 42, -3, 60,
,,0.928,0.274,8,0.120,0.992,0.352,  3.70, 3.64,0.000, 54,-12,  0,
,,0.846,0.227,10,0.086,0.995,0.365,  3.67, 3.61,0.000, -3, 12, 66,
,,,,,,0.996,0.370,  3.66, 3.60,0.000,  0,  6, 72,
,,0.957,0.303,7,0.144,0.997,0.385,  3.64, 3.57,0.000, -6,-51, 45,
,,0.978,0.332,6,0.174,0.997,0.385,  3.63, 3.57,0.000, -9,-54, 18,
,,0.846,0.227,10,0.086,1.000,0.493,  3.51, 3.46,0.000, 48,-54,-45,
,,,,,,1.000,0.499,  3.51, 3.45,0.000, 54,-60,-45,
