set,set,cluster,cluster,cluster,cluster,peak,peak,peak,peak,peak,,,
,,0.742,0.174,13,0.074,0.627,0.120,  4.15, 4.06,0.000,-45,-60,-15,
,,0.112,0.031,35,0.006,0.642,0.122,  4.14, 4.05,0.000,  6,  6, 27,
,,,,,,0.982,0.349,  3.70, 3.64,0.000, -6,  3, 27,
,,,,,,0.998,0.446,  3.56, 3.50,0.000, 15,  9, 18,
,,0.514,0.112,18,0.039,0.696,0.138,  4.09, 4.01,0.000,-30, -6, 63,
,,,,,,0.986,0.364,  3.68, 3.62,0.000,-21,  3, 66,
,,0.648,0.146,15,0.057,0.800,0.184,  4.00, 3.92,0.000, 33,  3,  0,
,,0.832,0.210,11,0.097,0.825,0.191,  3.97, 3.90,0.000,-24,-87,-48,
,,0.990,0.423,5,0.253,0.825,0.191,  3.97, 3.90,0.000, 42, 12,-18,
,,0.557,0.122,17,0.045,0.832,0.192,  3.97, 3.89,0.000,-24, 21,  0,
,,0.979,0.377,6,0.211,0.878,0.218,  3.91, 3.84,0.000,-15,-33, 63,
,,0.962,0.326,7,0.179,0.884,0.218,  3.91, 3.83,0.000,-12, 39,-15,
,,0.473,0.106,19,0.035,0.921,0.250,  3.85, 3.78,0.000,-24, 33,-12,
,,,,,,0.998,0.446,  3.56, 3.50,0.000,-36, 30,-12,
,,0.695,0.161,14,0.065,0.966,0.306,  3.76, 3.69,0.000, -6,-90,-15,
,,0.908,0.267,9,0.130,0.971,0.312,  3.75, 3.68,0.000,-21,-21,-42,
,,0.908,0.267,9,0.130,0.978,0.335,  3.72, 3.65,0.000, 21, 12, 45,
,,0.990,0.423,5,0.253,0.991,0.398,  3.64, 3.58,0.000, 33,  3, 36,
,,0.990,0.423,5,0.253,1.000,0.607,  3.41, 3.36,0.000, 48, -6, -3,
