set,set,cluster,cluster,cluster,cluster,peak,peak,peak,peak,peak,,,
,,0.019,0.004,47,0.001,0.350,0.056,  4.46, 4.35,0.000,  6,  9,  6,
,,,,,,0.844,0.176,  4.03, 3.95,0.000, -3,  0,  0,
,,,,,,1.000,0.775,  3.28, 3.23,0.001, -3,  0,  9,
,,0.565,0.081,15,0.037,0.475,0.082,  4.34, 4.24,0.000, 60, -9, 27,
,,0.377,0.063,19,0.021,0.580,0.101,  4.26, 4.16,0.000, -9,-36, -3,
,,,,,,1.000,0.919,  3.18, 3.14,0.001, -3,-33,  6,
,,0.565,0.081,15,0.037,0.581,0.101,  4.26, 4.16,0.000,  9,-21,-45,
,,0.977,0.277,6,0.166,0.618,0.108,  4.23, 4.14,0.000, 30, 63,-15,
,,0.419,0.067,18,0.024,0.619,0.108,  4.23, 4.13,0.000,-33,-60, 60,
,,0.955,0.245,7,0.137,0.675,0.123,  4.18, 4.09,0.000,-48,-15, 27,
,,0.786,0.131,11,0.068,0.761,0.151,  4.11, 4.02,0.000, 63,-27, 12,
,,0.977,0.277,6,0.166,0.775,0.151,  4.10, 4.01,0.000,-18,-24, 30,
,,0.513,0.081,16,0.032,0.775,0.151,  4.10, 4.01,0.000, 42, 33, -3,
,,0.731,0.118,12,0.058,0.817,0.169,  4.06, 3.97,0.000, 39,-54, 63,
,,0.990,0.319,5,0.204,0.836,0.174,  4.04, 3.96,0.000, -9, 48, 48,
,,0.565,0.081,15,0.037,0.836,0.174,  4.04, 3.96,0.000,  9,-30, -3,
,,0.565,0.081,15,0.037,0.892,0.203,  3.97, 3.89,0.000, -3,-90,  9,
,,,,,,0.999,0.464,  3.57, 3.52,0.000, -3,-90, 18,
,,0.464,0.074,17,0.028,0.922,0.225,  3.93, 3.85,0.000, 42,-12,  9,
,,0.838,0.151,10,0.080,0.941,0.243,  3.89, 3.82,0.000,-39, -6, 33,
,,0.990,0.319,5,0.204,0.961,0.270,  3.85, 3.78,0.000, 33,-33, 63,
,,0.924,0.208,8,0.114,0.982,0.318,  3.78, 3.71,0.000,-18,-15,-39,
,,0.675,0.103,13,0.050,0.987,0.334,  3.75, 3.69,0.000, 51, 42, -9,
,,,,,,1.000,0.696,  3.34, 3.29,0.000, 45, 48,-15,
,,0.977,0.277,6,0.166,0.993,0.354,  3.71, 3.65,0.000,-60, 15, 12,
,,0.786,0.131,11,0.068,0.993,0.354,  3.71, 3.65,0.000, 30, 66,  0,
,,0.619,0.091,14,0.043,0.994,0.356,  3.70, 3.64,0.000,-27, 57,  6,
,,0.565,0.081,15,0.037,0.998,0.409,  3.63, 3.57,0.000, 57,-63,  3,
,,,,,,1.000,0.586,  3.46, 3.41,0.000, 45,-60,  0,
,,0.990,0.319,5,0.204,1.000,0.623,  3.41, 3.36,0.000, 27,-42,-48,
