set,set,cluster,cluster,cluster,cluster,peak,peak,peak,peak,peak,,,
,,0.000,0.000,92,0.000,0.180,0.062,  4.66, 4.54,0.000, 33,-66, 18,
,,,,,,0.462,0.108,  4.35, 4.25,0.000, 36,-63, 33,
,,,,,,0.659,0.140,  4.19, 4.10,0.000, 27,-66, 33,
,,0.001,0.001,80,0.000,0.206,0.068,  4.62, 4.50,0.000,-45,-42, 15,
,,,,,,0.880,0.215,  3.98, 3.90,0.000,-57,-24,  6,
,,,,,,0.999,0.479,  3.55, 3.50,0.000,-42,-27,  6,
,,0.006,0.003,60,0.000,0.220,0.068,  4.60, 4.48,0.000, -6,-75,  0,
,,,,,,0.854,0.204,  4.01, 3.93,0.000,  6,-63,  6,
,,,,,,0.924,0.245,  3.92, 3.84,0.000,  6,-63, 15,
,,0.000,0.000,119,0.000,0.239,0.072,  4.57, 4.46,0.000,-33, -6, 48,
,,,,,,0.333,0.091,  4.47, 4.36,0.000,-27,-18, 51,
,,,,,,0.421,0.106,  4.38, 4.28,0.000,-21,-21, 27,
,,0.038,0.010,41,0.002,0.245,0.072,  4.57, 4.45,0.000,-36, 48, 36,
,,,,,,0.476,0.108,  4.33, 4.24,0.000,-42, 42, 36,
,,,,,,0.489,0.108,  4.32, 4.23,0.000,-42, 51, 24,
,,0.006,0.003,61,0.000,0.269,0.077,  4.54, 4.42,0.000,-30,-72,-18,
,,,,,,0.391,0.099,  4.41, 4.31,0.000,-33,-87, -9,
,,,,,,0.555,0.117,  4.27, 4.18,0.000,-33,-84,-18,
,,0.478,0.095,17,0.029,0.285,0.080,  4.52, 4.41,0.000,-60,-24, -9,
,,0.352,0.076,20,0.020,0.348,0.093,  4.45, 4.34,0.000,-21,-45, 18,
,,,,,,0.989,0.351,  3.73, 3.67,0.000,-21,-36, 21,
,,0.149,0.032,28,0.007,0.373,0.096,  4.43, 4.32,0.000, 15,-45, 15,
,,,,,,1.000,0.643,  3.37, 3.32,0.000, 33,-39, 12,
,,,,,,1.000,0.897,  3.19, 3.15,0.001, 24,-39, 12,
,,0.014,0.005,51,0.001,0.446,0.108,  4.36, 4.26,0.000,-30,-54,-51,
,,,,,,0.998,0.428,  3.62, 3.57,0.000,-42,-57,-45,
,,,,,,0.998,0.434,  3.61, 3.55,0.000,-30,-48,-57,
,,0.391,0.080,19,0.022,0.449,0.108,  4.36, 4.26,0.000, 21,-18,-33,
,,0.889,0.249,9,0.100,0.475,0.108,  4.34, 4.24,0.000, 63,-51, 42,
,,0.028,0.009,44,0.001,0.481,0.108,  4.33, 4.23,0.000,-15, 24,  0,
,,,,,,0.527,0.111,  4.29, 4.20,0.000,-15, 15, -3,
,,0.990,0.376,5,0.210,0.483,0.108,  4.33, 4.23,0.000, 27,-66,-60,
,,0.794,0.199,11,0.072,0.498,0.108,  4.32, 4.22,0.000,-33, -6, 66,
,,0.794,0.199,11,0.072,0.516,0.110,  4.30, 4.20,0.000,  3,-69, 36,
,,0.001,0.001,82,0.000,0.569,0.118,  4.26, 4.16,0.000,-12,-54,-21,
,,,,,,0.750,0.163,  4.11, 4.02,0.000,-24,-57,-21,
,,,,,,0.999,0.479,  3.56, 3.50,0.000,  3,-57,-27,
,,0.352,0.076,20,0.020,0.622,0.131,  4.22, 4.12,0.000,-51,-39, -6,
,,0.432,0.089,18,0.026,0.740,0.163,  4.12, 4.03,0.000, 54,-36, 12,
,,0.889,0.249,9,0.100,0.766,0.166,  4.10, 4.01,0.000,-21, 36, 30,
,,0.956,0.296,7,0.142,0.768,0.166,  4.09, 4.01,0.000, 63,-60, 27,
,,0.478,0.095,17,0.029,0.826,0.196,  4.04, 3.96,0.000, 57,  3,-12,
,,0.956,0.296,7,0.142,0.854,0.204,  4.01, 3.93,0.000,-39,-66, 48,
,,0.526,0.106,16,0.034,0.859,0.204,  4.00, 3.92,0.000, 15, 18,  0,
,,,,,,1.000,0.782,  3.26, 3.21,0.001, 18, 24,  6,
,,0.956,0.296,7,0.142,0.890,0.220,  3.97, 3.89,0.000, -3, 60, 30,
,,0.794,0.199,11,0.072,0.895,0.222,  3.96, 3.88,0.000,  0,-27,-24,
,,0.977,0.331,6,0.172,0.930,0.246,  3.91, 3.83,0.000,-54,-12, 45,
,,0.927,0.289,8,0.119,0.941,0.256,  3.89, 3.81,0.000,-48, 18, 24,
,,0.889,0.249,9,0.100,0.963,0.287,  3.84, 3.77,0.000, 24,-66, 54,
,,0.685,0.159,13,0.052,0.976,0.312,  3.80, 3.73,0.000,-30,  9,-21,
,,0.977,0.331,6,0.172,0.984,0.331,  3.76, 3.69,0.000,  6,-78,-27,
,,0.956,0.296,7,0.142,0.992,0.371,  3.71, 3.64,0.000, 15,-78, -6,
,,0.990,0.376,5,0.210,0.993,0.377,  3.70, 3.63,0.000, 42,-39,  3,
,,0.956,0.296,7,0.142,0.996,0.392,  3.67, 3.61,0.000,-39,-81, 27,
,,0.956,0.296,7,0.142,0.996,0.393,  3.67, 3.60,0.000, 45,-69,-33,
,,0.990,0.376,5,0.210,0.998,0.434,  3.62, 3.56,0.000,-24, -3,-33,
,,0.977,0.331,6,0.172,0.999,0.479,  3.56, 3.51,0.000, 45,-27,  3,
,,0.977,0.331,6,0.172,0.999,0.479,  3.55, 3.50,0.000, -9,-63, 66,
,,0.990,0.376,5,0.210,1.000,0.537,  3.47, 3.42,0.000, 39,-69,-42,
,,0.844,0.228,10,0.084,1.000,0.587,  3.42, 3.37,0.000, 21, -3,-36,
