set,set,cluster,cluster,cluster,cluster,peak,peak,peak,peak,peak,,,
,,0.003,0.000,20,0.000,0.124,0.021,  4.90, 4.62,0.000,-63,-24, 30,
,,,,,,1.000,0.401,  3.65, 3.52,0.000,-51,-24, 33,
,,0.041,0.004,13,0.001,0.147,0.024,  4.86, 4.58,0.000,  9, 24,  3,
,,0.020,0.002,15,0.000,0.177,0.027,  4.81, 4.55,0.000,-24,-87,  9,
,,0.041,0.004,13,0.001,0.254,0.034,  4.72, 4.47,0.000,-60,-27,  9,
,,0.000,0.000,27,0.000,0.256,0.034,  4.72, 4.47,0.000,-48,-66, 15,
,,,,,,0.403,0.045,  4.61, 4.37,0.000,-54,-72, 15,
,,,,,,0.850,0.069,  4.41, 4.20,0.000,-54,-60,  9,
,,0.194,0.018,9,0.003,0.261,0.035,  4.72, 4.46,0.000, -6,-66, 39,
,,0.414,0.034,7,0.007,0.266,0.035,  4.71, 4.46,0.000, 30,-69,-45,
,,,,,,1.000,0.225,  3.92, 3.77,0.000, 30,-63,-39,
,,0.414,0.034,7,0.007,0.275,0.036,  4.70, 4.45,0.000, 12, 45,  6,
,,,,,,1.000,0.332,  3.74, 3.61,0.000,  6, 45, -3,
,,0.000,0.000,37,0.000,0.297,0.037,  4.68, 4.44,0.000, -9,-99,  0,
,,,,,,0.700,0.062,  4.46, 4.25,0.000,-18,-96,-12,
,,,,,,1.000,0.231,  3.91, 3.75,0.000,-18,-90, -3,
,,0.014,0.002,16,0.000,0.418,0.046,  4.60, 4.36,0.000, 48,-66,  0,
,,0.581,0.049,6,0.011,0.504,0.052,  4.55, 4.32,0.000, 39, 24, -3,
,,,,,,0.658,0.060,  4.48, 4.26,0.000, 48, 21, -9,
,,0.194,0.018,9,0.003,0.627,0.059,  4.49, 4.27,0.000,-54,-72, -6,
,,,,,,1.000,0.354,  3.71, 3.57,0.000,-60,-66,  0,
,,0.001,0.000,25,0.000,0.651,0.060,  4.48, 4.26,0.000,-39,-72, 12,
,,,,,,1.000,0.369,  3.69, 3.56,0.000,-36,-84, 18,
,,0.286,0.026,8,0.004,0.656,0.060,  4.48, 4.26,0.000, -6,-27, 72,
,,,,,,1.000,0.297,  3.80, 3.66,0.000,  3,-30, 75,
,,0.194,0.018,9,0.003,0.745,0.064,  4.45, 4.23,0.000,  9,-54, 30,
,,0.014,0.002,16,0.000,0.860,0.069,  4.41, 4.20,0.000, 36,-72,-27,
,,,,,,1.000,0.217,  3.93, 3.78,0.000, 42,-66,-27,
,,0.581,0.049,6,0.011,0.959,0.078,  4.36, 4.15,0.000,-42,-54,  9,
,,0.194,0.018,9,0.003,0.982,0.094,  4.28, 4.09,0.000, 27, 60,  6,
,,0.194,0.018,9,0.003,0.993,0.111,  4.22, 4.03,0.000,  9,-72,-12,
,,0.131,0.014,10,0.002,0.994,0.113,  4.21, 4.02,0.000,-33,-54, 33,
,,0.581,0.049,6,0.011,0.997,0.126,  4.17, 3.99,0.000,-45,-21, 48,
,,0.767,0.069,5,0.019,0.997,0.130,  4.15, 3.97,0.000,-51, 15,  9,
,,0.767,0.069,5,0.019,1.000,0.172,  4.03, 3.87,0.000, 48,-33, 24,
,,0.414,0.034,7,0.007,1.000,0.175,  4.03, 3.86,0.000, 39, 36,  9,
,,0.414,0.034,7,0.007,1.000,0.202,  3.97, 3.81,0.000, 45, 33, 30,
,,,,,,1.000,0.676,  3.39, 3.28,0.001, 51, 27, 33,
,,0.581,0.049,6,0.011,1.000,0.211,  3.95, 3.79,0.000, 54, 15,  0,
,,0.767,0.069,5,0.019,1.000,0.228,  3.91, 3.76,0.000,-36,  3,-21,
,,0.767,0.069,5,0.019,1.000,0.326,  3.75, 3.62,0.000, 24,-87, 18,
,,0.767,0.069,5,0.019,1.000,0.442,  3.61, 3.49,0.000,-30, 48,-15,
