set,set,cluster,cluster,cluster,cluster,peak,peak,peak,peak,peak,,,
,,,,,,0.000,0.000,  6.32, 5.77,0.000, 69,-18, 36,
,,,,,,0.006,0.003,  5.64, 5.23,0.000, 69, -3, 21,
,,0.000,0.000,77,0.000,0.000,0.001,  6.28, 5.74,0.000, 18,-48,  6,
,,,,,,0.007,0.003,  5.58, 5.18,0.000, 15,-48, 18,
,,,,,,0.025,0.007,  5.28, 4.94,0.000, 18,-54, 24,
,,0.000,0.000,44,0.000,0.000,0.001,  6.20, 5.68,0.000, 36,-60,-12,
,,,,,,0.004,0.002,  5.73, 5.31,0.000, 36,-48, -9,
,,,,,,0.989,0.092,  4.25, 4.06,0.000, 27,-72, -6,
,,0.000,0.000,46,0.000,0.001,0.001,  6.13, 5.62,0.000, 69,-45, 12,
,,,,,,0.031,0.008,  5.23, 4.90,0.000, 72,-39,  6,
,,,,,,0.040,0.009,  5.17, 4.85,0.000, 69,-45, -3,
,,0.194,0.027,9,0.003,0.001,0.001,  6.07, 5.58,0.000, 27,-21, 63,
,,0.581,0.071,6,0.011,0.001,0.001,  6.01, 5.53,0.000,-54, 36, 18,
,,,,,,0.213,0.025,  4.77, 4.51,0.000,-54, 30, 27,
,,0.767,0.099,5,0.019,0.001,0.001,  6.01, 5.52,0.000, 18,-51, 78,
,,0.194,0.027,9,0.003,0.001,0.001,  5.94, 5.47,0.000,  9,-72,-45,
,,0.194,0.027,9,0.003,0.002,0.001,  5.91, 5.45,0.000, 33,-21, 21,
,,0.414,0.055,7,0.007,0.002,0.001,  5.86, 5.41,0.000, 33, 42, 48,
,,,,,,0.003,0.002,  5.74, 5.32,0.000, 39, 36, 48,
,,0.005,0.001,19,0.000,0.003,0.002,  5.80, 5.36,0.000,-27,  9,  9,
,,,,,,0.999,0.135,  4.10, 3.93,0.000,-30, 12, -3,
,,,,,,1.000,0.162,  4.02, 3.86,0.000,-21, 15,  9,
,,0.000,0.000,29,0.000,0.004,0.002,  5.73, 5.30,0.000,-30,-42, 39,
,,,,,,0.024,0.006,  5.29, 4.95,0.000,-30,-33, 45,
,,,,,,0.133,0.019,  4.88, 4.60,0.000,-42,-27, 36,
,,0.007,0.001,18,0.000,0.004,0.002,  5.70, 5.28,0.000, 21,-63, 72,
,,,,,,0.015,0.005,  5.41, 5.05,0.000, 33,-57, 69,
,,,,,,0.129,0.019,  4.89, 4.61,0.000, 24,-51, 75,
,,0.581,0.071,6,0.011,0.004,0.002,  5.68, 5.27,0.000, 63,  3, 36,
,,,,,,0.958,0.070,  4.36, 4.16,0.000, 63, -6, 42,
,,0.000,0.000,78,0.000,0.005,0.002,  5.68, 5.27,0.000, 54,  0, 33,
,,,,,,0.006,0.003,  5.60, 5.20,0.000, 51, -3, 18,
,,,,,,0.011,0.004,  5.48, 5.10,0.000, 54,-12, 21,
,,0.000,0.000,27,0.000,0.018,0.005,  5.36, 5.00,0.000,-21,-69, 66,
,,,,,,0.134,0.019,  4.88, 4.60,0.000,-27,-63, 66,
,,,,,,0.171,0.022,  4.82, 4.55,0.000, -9,-72, 63,
,,0.028,0.005,14,0.000,0.022,0.006,  5.31, 4.97,0.000, 42, 24, 15,
,,,,,,0.587,0.048,  4.51, 4.29,0.000, 36, 30, 12,
,,0.005,0.001,19,0.000,0.024,0.006,  5.30, 4.95,0.000,-42,-75, 48,
,,,,,,0.266,0.029,  4.71, 4.46,0.000,-48,-72, 39,
,,,,,,0.559,0.047,  4.52, 4.30,0.000,-24,-78, 54,
,,0.041,0.007,13,0.001,0.035,0.008,  5.20, 4.87,0.000, 30, 21, 30,
,,,,,,0.159,0.021,  4.84, 4.57,0.000, 30, 18, 39,
,,0.028,0.005,14,0.000,0.046,0.009,  5.14, 4.82,0.000,-48, 15,-21,
,,,,,,1.000,0.148,  4.06, 3.89,0.000,-42, 15,-30,
,,0.000,0.000,28,0.000,0.070,0.012,  5.04, 4.74,0.000, 15, 54,  6,
,,,,,,0.469,0.041,  4.57, 4.34,0.000, 15, 60,  0,
,,,,,,1.000,0.318,  3.73, 3.60,0.000, 18, 45,  6,
,,0.581,0.071,6,0.011,0.082,0.014,  5.00, 4.70,0.000,-36,  6, 45,
,,0.286,0.038,8,0.004,0.111,0.017,  4.93, 4.64,0.000, 66, -6,-24,
,,,,,,1.000,0.669,  3.38, 3.28,0.001, 60,-15,-18,
,,0.060,0.010,12,0.001,0.140,0.019,  4.87, 4.60,0.000,-15,-54, 18,
,,0.131,0.022,10,0.002,0.149,0.020,  4.86, 4.58,0.000, 12, 54, 18,
,,0.581,0.071,6,0.011,0.159,0.021,  4.84, 4.57,0.000,-54,-24, -3,
,,0.414,0.055,7,0.007,0.165,0.021,  4.83, 4.56,0.000, 18,-69, 66,
,,0.194,0.027,9,0.003,0.205,0.025,  4.78, 4.52,0.000,  9,-42, 39,
,,0.194,0.027,9,0.003,0.269,0.029,  4.71, 4.46,0.000,-48,-33,-21,
,,0.581,0.071,6,0.011,0.566,0.047,  4.52, 4.29,0.000,-48,-36,  0,
,,0.767,0.099,5,0.019,0.688,0.053,  4.47, 4.25,0.000, 63,-63, 15,
,,0.767,0.099,5,0.019,0.836,0.061,  4.42, 4.21,0.000, 33,-87,-42,
,,0.581,0.071,6,0.011,0.952,0.068,  4.37, 4.17,0.000, 45,  3,-39,
,,0.767,0.099,5,0.019,0.958,0.070,  4.36, 4.15,0.000,-45, 30,  0,
,,0.194,0.027,9,0.003,0.977,0.081,  4.30, 4.10,0.000, 21,-78, -6,
,,,,,,1.000,0.407,  3.61, 3.49,0.000, 30,-78, -9,
,,0.581,0.071,6,0.011,0.982,0.084,  4.28, 4.09,0.000, 45, 57,  9,
,,0.286,0.038,8,0.004,0.985,0.087,  4.27, 4.08,0.000, 48,-27, 30,
,,0.131,0.022,10,0.002,0.987,0.089,  4.26, 4.07,0.000,-42, -9,-45,
,,,,,,1.000,0.436,  3.58, 3.46,0.000,-36,-12,-39,
,,,,,,1.000,0.658,  3.39, 3.28,0.001,-39,-18,-45,
,,0.767,0.099,5,0.019,1.000,0.174,  3.99, 3.83,0.000, 42, 24, 54,
,,,,,,1.000,0.515,  3.50, 3.39,0.000, 48, 24, 48,
,,0.414,0.055,7,0.007,1.000,0.208,  3.91, 3.76,0.000, 54,-24,-30,
,,0.767,0.099,5,0.019,1.000,0.217,  3.89, 3.74,0.000, 36,-12,-51,
,,0.581,0.071,6,0.011,1.000,0.250,  3.84, 3.69,0.000,-24,-87,-21,
,,0.581,0.071,6,0.011,1.000,0.261,  3.82, 3.67,0.000,-36,  3,-48,
,,0.767,0.099,5,0.019,1.000,0.371,  3.66, 3.53,0.000,  0,-39,  6,
,,0.767,0.099,5,0.019,1.000,0.560,  3.46, 3.35,0.000, 33,-90, 24,
,,,,,,1.000,0.832,  3.27, 3.18,0.001, 42,-87, 18,
