set,set,cluster,cluster,cluster,cluster,peak,peak,peak,peak,peak,,,
,,,,,,0.881,0.206,  3.98, 3.90,0.000,-27, 42, 18,
,,,,,,0.993,0.341,  3.69, 3.63,0.000,-30, 48, 42,
,,0.000,0.000,232,0.000,0.017,0.005,  5.20, 5.04,0.000, 48,  9, 30,
,,,,,,0.024,0.006,  5.13, 4.97,0.000, 45,  3, 45,
,,,,,,0.465,0.081,  4.34, 4.24,0.000, 63,-21, 48,
,,0.004,0.001,65,0.000,0.017,0.005,  5.19, 5.03,0.000, 54,-24,-12,
,,,,,,0.565,0.100,  4.26, 4.17,0.000, 66,-18, -6,
,,0.031,0.007,43,0.001,0.078,0.015,  4.87, 4.73,0.000, 12, 51,  3,
,,0.003,0.001,68,0.000,0.091,0.017,  4.84, 4.70,0.000,  3,-72, 45,
,,,,,,0.259,0.042,  4.55, 4.44,0.000, 15,-63, 51,
,,0.686,0.168,13,0.053,0.200,0.034,  4.63, 4.51,0.000, -9,-30, -6,
,,0.207,0.047,25,0.011,0.211,0.035,  4.61, 4.49,0.000, 66,-36, 36,
,,0.794,0.198,11,0.072,0.450,0.079,  4.36, 4.26,0.000, 24,-33,-42,
,,0.478,0.108,17,0.030,0.593,0.106,  4.24, 4.15,0.000, 18,  9,-18,
,,0.478,0.108,17,0.030,0.709,0.138,  4.14, 4.06,0.000,-12,-84,-33,
,,0.230,0.048,24,0.012,0.736,0.142,  4.12, 4.04,0.000,-39,-57, 39,
,,0.686,0.168,13,0.053,0.739,0.142,  4.12, 4.03,0.000, 60,  0,-18,
,,,,,,1.000,0.982,  3.14, 3.10,0.001, 57, -9,-18,
,,0.230,0.048,24,0.012,0.771,0.151,  4.09, 4.01,0.000,-12, 63, -3,
,,0.026,0.006,45,0.001,0.813,0.169,  4.05, 3.97,0.000,-15,  9,-30,
,,,,,,1.000,0.547,  3.47, 3.41,0.000,-21, 15,-24,
,,0.889,0.250,9,0.100,0.820,0.171,  4.04, 3.96,0.000, 45,-21,-24,
,,0.741,0.182,12,0.061,0.825,0.171,  4.04, 3.96,0.000,-24,-36,-42,
,,0.977,0.328,6,0.172,0.911,0.218,  3.94, 3.86,0.000, 45, -3,-12,
,,0.844,0.218,10,0.084,0.918,0.220,  3.93, 3.85,0.000, 24,-87,-12,
,,0.957,0.292,7,0.142,0.927,0.224,  3.91, 3.84,0.000, 69,-33,-21,
,,0.844,0.218,10,0.084,0.927,0.224,  3.91, 3.84,0.000,  3,-72, 60,
,,,,,,0.986,0.311,  3.75, 3.68,0.000,  6,-66, 66,
,,0.977,0.328,6,0.172,0.955,0.259,  3.86, 3.79,0.000, 24,-69,-36,
,,0.794,0.198,11,0.072,0.960,0.265,  3.84, 3.77,0.000, 45,-36, 57,
,,0.631,0.158,14,0.045,0.970,0.280,  3.82, 3.75,0.000, 48,-57, 21,
,,0.927,0.272,8,0.119,0.979,0.298,  3.78, 3.72,0.000, 42, 60, 12,
,,0.927,0.272,8,0.119,0.990,0.326,  3.72, 3.66,0.000,-12,-93, 15,
,,0.990,0.351,5,0.211,0.992,0.335,  3.71, 3.64,0.000, 21,-60, 72,
,,0.957,0.292,7,0.142,0.996,0.371,  3.66, 3.60,0.000, 36, 54, 30,
,,0.957,0.292,7,0.142,0.998,0.390,  3.63, 3.57,0.000, 24,-78, 33,
,,0.957,0.292,7,0.142,0.998,0.410,  3.61, 3.55,0.000, 30,-87, -3,
,,0.977,0.328,6,0.172,0.998,0.410,  3.61, 3.55,0.000,-15,-99,-21,
,,0.990,0.351,5,0.211,0.999,0.412,  3.60, 3.54,0.000,-42,-33,-24,
,,0.990,0.351,5,0.211,0.999,0.430,  3.58, 3.52,0.000, 24, 36, 36,
,,0.927,0.272,8,0.119,0.999,0.460,  3.55, 3.50,0.000, -3,-66, 24,
,,0.990,0.351,5,0.211,1.000,0.510,  3.50, 3.45,0.000,  9,-87,-42,
,,0.990,0.351,5,0.211,1.000,0.572,  3.43, 3.38,0.000, 24,-15, 54,
,,0.990,0.351,5,0.211,1.000,0.575,  3.42, 3.36,0.000,-51, -9,-36,
