set,set,cluster,cluster,cluster,cluster,peak,peak,peak,peak,peak,,,
,,0.739,0.198,12,0.061,0.470,0.074,  4.34, 4.24,0.000, 54,-42, 24,
,,0.119,0.024,30,0.006,0.491,0.077,  4.32, 4.23,0.000, 39,-15,-24,
,,,,,,0.732,0.115,  4.13, 4.04,0.000, 45,  3,-33,
,,,,,,0.996,0.354,  3.66, 3.60,0.000, 45, -9,-30,
,,0.042,0.010,40,0.002,0.570,0.089,  4.26, 4.16,0.000,-18,-72,-54,
,,,,,,0.720,0.114,  4.14, 4.05,0.000,-33,-66,-54,
,,0.888,0.234,9,0.099,0.588,0.092,  4.24, 4.15,0.000,-21,-51,  6,
,,0.070,0.015,35,0.003,0.590,0.092,  4.24, 4.15,0.000,-48,-72, 24,
,,,,,,1.000,0.474,  3.51, 3.46,0.000,-45,-69, 36,
,,0.042,0.010,40,0.002,0.657,0.107,  4.19, 4.10,0.000,-54,-15, 30,
,,,,,,0.686,0.112,  4.17, 4.08,0.000,-45,-18, 33,
,,0.684,0.177,13,0.052,0.697,0.113,  4.16, 4.07,0.000,  9,-57,-48,
,,0.888,0.234,9,0.099,0.712,0.114,  4.14, 4.06,0.000, 33,-33, -6,
,,0.010,0.003,55,0.000,0.715,0.114,  4.14, 4.05,0.000, 21,-84,-12,
,,,,,,0.990,0.309,  3.73, 3.66,0.000, 21,-75, -6,
,,0.977,0.338,6,0.171,0.725,0.114,  4.13, 4.05,0.000, 27,-69, 21,
,,0.524,0.124,16,0.034,0.837,0.151,  4.03, 3.95,0.000,-48,-15, -3,
,,,,,,0.889,0.175,  3.97, 3.89,0.000,-36,-21, -3,
,,0.888,0.234,9,0.099,0.914,0.189,  3.93, 3.86,0.000,  0,-33,-21,
,,0.956,0.308,7,0.141,0.953,0.223,  3.86, 3.79,0.000, 45,-63, 30,
,,0.977,0.338,6,0.171,0.959,0.230,  3.85, 3.78,0.000, 12, 12,  0,
,,0.843,0.229,10,0.084,0.981,0.271,  3.78, 3.71,0.000,-21,-45,-42,
,,0.888,0.234,9,0.099,0.983,0.276,  3.77, 3.70,0.000,-48,  0,-18,
,,0.926,0.264,8,0.118,0.996,0.354,  3.67, 3.60,0.000,-21,-30, 72,
,,0.977,0.338,6,0.171,0.998,0.382,  3.63, 3.57,0.000, 18,-81,  6,
,,0.843,0.229,10,0.084,0.998,0.383,  3.62, 3.56,0.000, 39,-33,-12,
,,,,,,1.000,0.482,  3.50, 3.44,0.000, 36,-21, -6,
,,0.990,0.396,5,0.209,0.998,0.383,  3.62, 3.56,0.000,-42, 57,  0,
,,0.990,0.396,5,0.209,0.999,0.426,  3.56, 3.50,0.000,-21,-81, -3,
