set,set,cluster,cluster,cluster,cluster,peak,peak,peak,peak,peak,,,
,,0.990,0.466,5,0.250,0.776,0.156,  4.03, 3.95,0.000,-15,-27,-54,
,,0.937,0.340,8,0.150,0.777,0.156,  4.02, 3.94,0.000, 33, -9,-15,
,,0.979,0.408,6,0.209,0.779,0.156,  4.02, 3.94,0.000, 18,-12,-36,
,,0.907,0.308,9,0.128,0.819,0.172,  3.98, 3.91,0.000, -9,-45,-42,
,,0.785,0.233,12,0.083,0.825,0.172,  3.98, 3.90,0.000, -9,-96,-24,
,,0.962,0.370,7,0.176,0.828,0.172,  3.97, 3.90,0.000,-15,  6,  0,
,,0.552,0.140,17,0.043,0.875,0.196,  3.92, 3.85,0.000,-48, 15, -6,
,,0.907,0.308,9,0.128,0.920,0.228,  3.86, 3.79,0.000, 30,-60, -3,
,,0.962,0.370,7,0.176,0.940,0.249,  3.82, 3.76,0.000, 51, 21, 33,
,,0.907,0.308,9,0.128,0.948,0.258,  3.81, 3.74,0.000, 24,-57,-60,
,,0.979,0.408,6,0.209,0.964,0.281,  3.77, 3.70,0.000,  0, -3, 75,
,,0.509,0.135,18,0.038,0.972,0.298,  3.74, 3.68,0.000,-45,-66,-51,
,,0.907,0.308,9,0.128,0.993,0.373,  3.63, 3.57,0.000, 57,-15, 42,
,,0.990,0.466,5,0.250,0.994,0.375,  3.62, 3.56,0.000, 48,-54, 51,
,,0.979,0.408,6,0.209,0.996,0.396,  3.60, 3.54,0.000, 45, 51,  9,
,,0.962,0.370,7,0.176,0.998,0.440,  3.54, 3.49,0.000, 21,-27,-54,
