set,set,cluster,cluster,cluster,cluster,peak,peak,peak,peak,peak,,,
,,0.596,0.115,16,0.049,0.921,0.226,  3.86, 3.79,0.000, 21,-15,-24,
,,0.990,0.422,5,0.249,0.925,0.226,  3.85, 3.78,0.000,-30,-51,-39,
,,0.979,0.382,6,0.208,0.945,0.245,  3.82, 3.75,0.000,  6,-12,-24,
,,0.207,0.043,28,0.012,0.986,0.340,  3.68, 3.62,0.000,-60,  0, 21,
,,,,,,0.987,0.340,  3.68, 3.62,0.000,-60,-12, 21,
,,0.961,0.351,7,0.176,0.990,0.354,  3.66, 3.60,0.000,-42,  3,-48,
,,0.961,0.351,7,0.176,0.997,0.432,  3.57, 3.51,0.000,  0,-45,-42,
,,0.990,0.422,5,0.249,0.998,0.432,  3.56, 3.50,0.000,-42, -3, 48,
,,0.990,0.422,5,0.249,0.998,0.453,  3.54, 3.48,0.000, 36,-60,-36,
,,0.979,0.382,6,0.208,0.999,0.511,  3.49, 3.44,0.000,  3,  6, -6,
