set,set,cluster,cluster,cluster,cluster,peak,peak,peak,peak,peak,,,
,,,,,,0.216,0.041,  4.55, 4.44,0.000, 39, -45, -6,
,,0.643,0.177,15,0.056,0.071,0.017,  4.86, 4.73,0.000, -6,-105, 12,
,,0.108,0.034,35,0.006,0.090,0.021,  4.80, 4.67,0.000,-42, -39, 27,
,,,,,,0.998,0.474,  3.57, 3.51,0.000,-33, -33, 24,
,,0.069,0.024,40,0.004,0.094,0.021,  4.79, 4.66,0.000, 69, -48, 27,
,,,,,,0.116,0.024,  4.73, 4.60,0.000, 69, -51,  9,
,,0.037,0.014,47,0.002,0.099,0.022,  4.77, 4.64,0.000, -3, -24, 27,
,,,,,,0.963,0.305,  3.77, 3.71,0.000,  9, -30, 30,
,,0.188,0.053,29,0.011,0.197,0.040,  4.58, 4.46,0.000, 48, -33,  0,
,,,,,,0.889,0.230,  3.90, 3.83,0.000, 60, -36,  3,
,,0.466,0.124,19,0.034,0.249,0.045,  4.51, 4.39,0.000, 51, -33, 54,
,,0.829,0.277,11,0.095,0.355,0.064,  4.39, 4.28,0.000,-30, -18, -9,
,,0.596,0.167,16,0.049,0.388,0.070,  4.36, 4.26,0.000,-54, -27, 54,
,,,,,,0.990,0.385,  3.66, 3.60,0.000,-57, -18, 51,
,,0.249,0.066,26,0.015,0.418,0.075,  4.33, 4.23,0.000,-30,   9,-42,
,,,,,,1.000,0.618,  3.40, 3.35,0.000,-21,   0,-42,
,,0.090,0.030,37,0.005,0.430,0.076,  4.32, 4.22,0.000, 21, -66,-48,
,,,,,,0.999,0.500,  3.53, 3.48,0.000, 24, -57,-51,
,,0.466,0.124,19,0.034,0.444,0.078,  4.30, 4.21,0.000, 36, -96,  6,
,,0.961,0.414,7,0.176,0.491,0.088,  4.26, 4.17,0.000, 33,  42, 48,
,,,,,,1.000,0.812,  3.24, 3.20,0.001, 33,  48, 42,
,,0.937,0.389,8,0.149,0.494,0.088,  4.26, 4.17,0.000,-63, -15,-30,
,,0.358,0.099,22,0.024,0.536,0.098,  4.23, 4.13,0.000, 21,  -6, -6,
,,0.551,0.153,17,0.043,0.693,0.138,  4.10, 4.01,0.000,  6, -15, 60,
,,0.392,0.106,21,0.027,0.695,0.138,  4.10, 4.01,0.000,-27,  -9,-45,
,,,,,,0.921,0.248,  3.86, 3.79,0.000,-15, -12,-45,
,,0.172,0.050,30,0.010,0.824,0.193,  3.98, 3.90,0.000,  0, -66, 21,
,,,,,,0.982,0.347,  3.71, 3.64,0.000,-12, -66, 30,
,,0.784,0.248,12,0.083,0.829,0.193,  3.98, 3.90,0.000, -9, -75,-33,
,,0.961,0.414,7,0.176,0.848,0.203,  3.95, 3.88,0.000,-33, -69,-45,
,,0.643,0.177,15,0.056,0.914,0.248,  3.87, 3.80,0.000, 21,-102, 15,
,,0.870,0.303,10,0.110,0.935,0.262,  3.84, 3.76,0.000, 24,  -6,-33,
,,0.990,0.484,5,0.249,0.960,0.302,  3.78, 3.71,0.000, 33,   9, 39,
,,0.990,0.484,5,0.249,0.967,0.308,  3.76, 3.69,0.000,-57, -42, 51,
,,0.990,0.484,5,0.249,0.974,0.322,  3.74, 3.67,0.000,-15,   3, -6,
,,0.249,0.066,26,0.015,0.990,0.387,  3.66, 3.60,0.000,-39, -45, 63,
,,,,,,1.000,0.561,  3.45, 3.40,0.000,-45, -45, 57,
,,0.990,0.484,5,0.249,0.997,0.453,  3.58, 3.53,0.000, -3, -63,-27,
,,0.870,0.303,10,0.110,0.998,0.487,  3.55, 3.49,0.000,-36, -69,-12,
,,0.979,0.458,6,0.208,0.999,0.517,  3.51, 3.46,0.000,-18, -90,-12,
,,0.979,0.458,6,0.208,0.999,0.517,  3.50, 3.45,0.000,-54, -24,-33,
,,0.990,0.484,5,0.249,0.999,0.518,  3.50, 3.44,0.000,-30, -21, 69,
,,0.961,0.414,7,0.176,1.000,0.585,  3.43, 3.38,0.000,-48, -15,-39,
,,0.784,0.248,12,0.083,1.000,0.654,  3.37, 3.32,0.000, 30,  -3,-45,
,,0.990,0.484,5,0.249,1.000,0.686,  3.34, 3.29,0.000, -9, -39,-27,
