set,set,cluster,cluster,cluster,cluster,peak,peak,peak,peak,peak,,,
,,,,,,0.074,0.017,  4.88, 4.75,0.000,-12, -63, 36,
,,,,,,0.857,0.186,  4.01, 3.93,0.000, 15, -63, 39,
,,0.273,0.051,22,0.014,0.003,0.001,  5.59, 5.39,0.000,  6, -42,-54,
,,0.176,0.038,26,0.009,0.014,0.005,  5.24, 5.07,0.000, -3, -57,-60,
,,,,,,0.990,0.360,  3.73, 3.67,0.000,  6, -57,-54,
,,0.620,0.143,14,0.043,0.027,0.008,  5.10, 4.94,0.000, 54,  42, 15,
,,0.000,0.000,112,0.000,0.029,0.009,  5.09, 4.93,0.000, 30,  33, 33,
,,,,,,0.361,0.063,  4.45, 4.34,0.000, 30,  39, 24,
,,,,,,0.823,0.176,  4.05, 3.97,0.000, 24,  24, 21,
,,0.000,0.000,100,0.000,0.041,0.011,  5.01, 4.86,0.000, 69, -45,-12,
,,,,,,0.459,0.081,  4.36, 4.26,0.000, 69, -33,  0,
,,,,,,0.983,0.326,  3.77, 3.71,0.000, 63, -60, -6,
,,0.273,0.051,22,0.014,0.074,0.017,  4.88, 4.74,0.000, 57, -69,-18,
,,0.008,0.002,56,0.000,0.087,0.019,  4.85, 4.71,0.000, -6,   9, 15,
,,,,,,0.647,0.115,  4.20, 4.11,0.000,-18,  12, 24,
,,,,,,0.999,0.468,  3.61, 3.55,0.000,-12,  -6, 24,
,,0.001,0.000,86,0.000,0.091,0.019,  4.84, 4.70,0.000, -3, -69,-51,
,,,,,,0.145,0.025,  4.73, 4.60,0.000,  6, -72,-36,
,,0.838,0.215,10,0.081,0.151,0.026,  4.72, 4.59,0.000, -3, -21, 15,
,,0.008,0.002,56,0.000,0.189,0.032,  4.65, 4.53,0.000,-30,   3,-39,
,,,,,,0.864,0.186,  4.01, 3.93,0.000,-18,  12,-21,
,,0.273,0.051,22,0.014,0.217,0.037,  4.61, 4.49,0.000,-33, -12,-48,
,,0.245,0.051,23,0.012,0.318,0.056,  4.49, 4.38,0.000,  3,  45,-24,
,,0.141,0.032,28,0.007,0.408,0.072,  4.40, 4.30,0.000,-12, -51,-57,
,,,,,,0.976,0.306,  3.81, 3.74,0.000, -6, -48,-45,
,,0.838,0.215,10,0.081,0.507,0.090,  4.32, 4.22,0.000, 63, -15, 15,
,,0.885,0.239,9,0.096,0.543,0.097,  4.29, 4.19,0.000, -6, -27, 36,
,,0.676,0.159,13,0.050,0.637,0.115,  4.21, 4.12,0.000, 24,  24, 54,
,,0.066,0.015,35,0.003,0.648,0.115,  4.20, 4.11,0.000,  3,  -3, 60,
,,,,,,0.996,0.404,  3.67, 3.61,0.000, -3, -12, 66,
,,0.007,0.002,58,0.000,0.774,0.156,  4.10, 4.01,0.000, 45, -87, -3,
,,,,,,0.875,0.190,  3.99, 3.91,0.000, 36, -96,  0,
,,,,,,0.918,0.222,  3.93, 3.86,0.000, 30, -96,  9,
,,0.838,0.215,10,0.081,0.830,0.177,  4.04, 3.96,0.000,-36, -15,-33,
,,0.955,0.323,7,0.137,0.863,0.186,  4.01, 3.93,0.000,-39,  15, -9,
,,0.838,0.215,10,0.081,0.943,0.248,  3.89, 3.82,0.000, 63, -15, -9,
,,0.838,0.215,10,0.081,0.945,0.249,  3.89, 3.81,0.000, 27,  -3,-45,
,,0.378,0.073,19,0.021,0.953,0.259,  3.87, 3.80,0.000, 42,  54, -6,
,,0.990,0.431,5,0.205,0.978,0.310,  3.80, 3.73,0.000, 57,  -9,-27,
,,0.885,0.239,9,0.096,0.998,0.444,  3.63, 3.57,0.000,-21, -48, 63,
,,0.990,0.431,5,0.205,0.999,0.510,  3.57, 3.51,0.000, 36,   9,-45,
,,0.955,0.323,7,0.137,1.000,0.619,  3.46, 3.41,0.000, 66, -30, 27,
,,,,,,1.000,0.916,  3.18, 3.14,0.001, 66, -33, 36,
,,0.990,0.431,5,0.205,1.000,0.620,  3.45, 3.40,0.000, 21, -33, 54,
,,0.990,0.431,5,0.205,1.000,0.790,  3.28, 3.23,0.001,-24, -57,-30,
