set,set,cluster,cluster,cluster,cluster,peak,peak,peak,peak,peak,,,
,,0.728,0.188,13,0.068,0.955,0.296,  3.80, 3.73,0.000,-42,-78,  6,
,,0.935,0.290,8,0.143,0.976,0.339,  3.74, 3.68,0.000, 33, 12,-39,
,,0.979,0.346,6,0.201,0.983,0.363,  3.71, 3.65,0.000,-12,-78,-39,
,,0.979,0.346,6,0.201,0.984,0.363,  3.71, 3.64,0.000, 54,-12, 54,
,,0.583,0.155,16,0.046,0.985,0.366,  3.70, 3.64,0.000, 54,-24, 51,
,,,,,,0.993,0.421,  3.64, 3.58,0.000, 57,-21, 42,
,,0.903,0.259,9,0.122,0.996,0.448,  3.61, 3.55,0.000, 45, 42, 33,
,,0.960,0.314,7,0.169,0.996,0.452,  3.60, 3.54,0.000,-42,-57,-15,
,,0.979,0.346,6,0.201,0.996,0.452,  3.60, 3.54,0.000, 24,-75,-15,
,,0.935,0.290,8,0.143,0.999,0.516,  3.54, 3.48,0.000,-33,-69,-51,
,,0.990,0.379,5,0.242,0.999,0.520,  3.53, 3.47,0.000,-36,-18, 51,
,,0.960,0.314,7,0.169,1.000,0.599,  3.46, 3.41,0.000,  9,-66, 51,
,,,,,,1.000,0.681,  3.38, 3.33,0.000,  3,-72, 51,
